Age,Flight Distance,Inflight entertainment,Baggage handling,Cleanliness,Departure Delay in Minutes,Arrival Delay in Minutes,Gender_Male,Customer Type_disloyal Customer,Type of Travel_Personal Travel,Class_Business,Class_Eco,Class_Eco Plus,satisfaction_satisfied
46,3834,5,5,3,11,1.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0
36,842,4,4,4,0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0
69,184,2,2,5,0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0
35,650,5,1,5,0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0
43,888,3,3,2,17,4.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
47,3766,4,3,3,0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
63,277,3,3,1,66,78.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0
70,842,1,1,3,2,14.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0
27,3975,4,5,4,7,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0
39,719,4,4,3,47,54.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0
46,3791,5,5,5,0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0
59,1025,4,1,3,0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0
66,1197,4,1,4,0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0
52,551,2,1,2,17,7.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0
21,1027,5,5,5,0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0
26,413,1,3,1,44,38.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
61,229,1,1,3,0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0
49,1990,5,5,5,21,6.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0
22,3008,4,2,4,0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0
21,231,5,5,5,0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0
63,1024,3,5,3,0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0
35,1606,2,2,2,0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0
57,991,3,2,5,8,28.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0
59,285,1,1,1,0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0
67,304,3,3,3,16,12.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0
55,158,4,4,5,0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0
42,1005,1,1,5,72,61.0,1.0,0.0,1.0,1.0,0.0,0.0,1.0
55,951,4,4,3,0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0
9,1111,2,3,2,0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0
49,1085,1,2,3,1,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0
22,888,3,2,3,44,41.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0
46,1796,4,4,5,0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0
38,1867,4,4,1,0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0
34,1688,3,3,1,32,11.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0
33,1226,2,1,2,29,24.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0
43,2398,5,5,3,15,9.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0
35,3886,1,1,3,14,10.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
47,1056,5,3,5,34,65.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0
39,3707,3,3,3,0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0
45,1195,1,3,1,0,10.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0
58,1927,5,5,4,0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0
47,201,4,5,5,18,29.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0
49,746,4,4,4,0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0
28,1587,3,5,3,0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0
18,1471,3,3,3,0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0
36,517,5,5,4,11,2.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0
46,594,3,3,4,0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
28,834,5,4,5,0,13.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0
49,726,4,4,2,0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0
14,2475,2,3,2,0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0
46,3069,4,4,1,0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0
47,432,5,5,5,1,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0
45,1685,3,3,4,12,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0
60,271,5,4,5,17,13.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0
42,1792,4,4,3,5,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0
7,2893,4,4,4,23,32.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0
23,2704,3,5,5,9,3.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0
24,3944,2,4,2,0,2.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0
39,1927,1,2,1,0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0
34,201,2,2,2,2,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
58,464,4,4,3,19,29.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0
44,937,5,5,3,0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0
36,3148,5,5,4,0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0
44,515,1,2,1,0,8.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0
44,393,1,1,1,75,71.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
21,692,3,5,3,0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0
48,1214,2,5,2,0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0
37,395,3,3,2,0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
11,853,2,5,2,0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0
53,395,4,4,3,0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0
53,2204,5,5,3,18,14.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0
11,456,1,5,1,0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0
59,580,3,3,3,3,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0
44,1915,5,5,4,0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0
25,665,5,2,5,0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0
54,868,3,3,3,1,50.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0
59,306,4,3,4,0,8.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0
36,544,4,4,4,15,22.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0
57,2667,2,2,5,89,78.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0
38,602,5,5,5,0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0
38,1431,3,4,3,5,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0
43,3547,2,2,2,0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
47,1997,4,4,5,0,2.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0
22,2499,2,4,2,2,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
54,1855,4,4,4,1,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0
31,2611,3,4,3,0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0
36,312,4,5,4,0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0
69,677,1,1,1,0,16.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0
58,272,2,3,2,0,3.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0
25,293,2,5,2,33,34.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0
42,543,4,4,4,0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0
35,261,3,3,3,0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0
40,1008,3,4,3,0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0
26,299,5,4,5,0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0
41,3874,4,4,1,0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0
37,1910,3,3,5,6,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0
47,930,5,3,5,0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0
24,1346,1,5,1,3,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0
9,1035,5,4,5,12,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0
59,1352,2,2,4,0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0
44,3536,5,5,5,6,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0
41,402,3,4,3,15,27.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0
44,602,2,2,3,0,2.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
63,772,3,3,5,0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0
56,1533,3,3,2,0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
32,247,1,4,1,0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0
51,175,4,5,4,5,5.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0
36,2475,1,1,1,10,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
44,250,3,3,4,16,4.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0
27,2738,3,3,3,0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
31,1598,3,3,3,19,2.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0
39,1699,4,4,4,72,62.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0
54,2063,5,5,5,0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0
43,247,1,5,3,0,12.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0
50,3210,4,4,3,0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0
28,867,1,4,1,0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0
30,3073,4,4,4,3,6.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
25,3380,3,2,3,18,12.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
22,3546,3,1,3,0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0
64,371,5,5,3,0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0
39,2581,3,3,2,0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
18,265,2,3,2,7,29.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0
23,763,1,3,1,0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0
61,337,5,5,5,0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0
59,3711,5,5,4,86,79.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0
42,164,4,4,3,0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0
52,524,5,4,5,86,100.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0
39,147,2,2,3,84,73.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
31,247,5,5,5,0,6.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0
13,2611,4,3,4,0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0
60,1372,2,2,3,4,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0
54,605,5,5,4,0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0
32,416,5,3,5,0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0
60,1678,1,4,1,15,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0
50,2446,5,5,5,37,17.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0
41,308,1,5,1,1,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0
43,2215,5,5,3,0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0
57,676,2,3,2,0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0
23,588,2,3,2,0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0
37,862,3,4,3,5,10.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0
57,404,3,3,1,0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
65,846,5,4,5,3,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0
25,2748,2,3,2,0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
59,270,3,4,4,222,215.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0
30,3236,4,4,4,4,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0
72,3808,3,3,3,0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0
59,135,1,1,3,118,113.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0
39,2043,4,4,4,0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0
9,377,3,5,3,0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0
54,3414,3,3,4,1,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0
69,3929,3,3,1,8,14.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0
43,393,3,3,5,53,47.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0
21,228,5,3,5,0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0
33,293,1,3,1,50,53.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
49,2422,5,5,4,16,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0
74,2192,5,5,2,16,19.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0
10,867,4,3,4,55,61.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0
50,1703,2,5,4,5,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0
60,1972,5,5,4,24,26.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0
56,319,1,1,3,34,19.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0
28,3864,2,5,2,0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0
30,2210,1,4,1,39,25.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
70,2813,5,5,5,0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0
63,738,4,4,5,0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0
47,1514,5,5,5,0,24.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0
38,2554,4,4,4,0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0
55,2946,5,5,3,14,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0
45,2133,5,5,5,0,8.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0
64,189,3,3,3,34,30.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
51,2429,5,5,3,13,11.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0
60,157,2,2,2,0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0
61,2793,3,3,2,24,17.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
15,1990,3,4,3,0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0
33,2772,4,4,3,0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
59,3862,4,4,5,0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0
47,925,5,4,5,0,5.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0
47,351,4,4,3,14,14.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0
33,312,1,3,1,11,52.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0
59,581,1,4,1,0,2.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0
47,1187,5,5,4,0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0
40,2208,5,5,4,0,2.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0
45,817,4,4,4,0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0
60,3227,2,2,4,0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0
51,710,4,2,4,0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0
21,834,4,4,4,0,3.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0
62,3499,5,5,3,0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0
27,1635,5,3,5,14,8.0,1.0,0.0,1.0,0.0,0.0,1.0,1.0
60,3433,5,5,5,21,7.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0
60,551,1,1,2,0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0
8,214,5,3,5,0,7.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0
51,919,4,4,4,0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0
51,2556,1,4,1,0,7.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
70,696,4,4,4,33,33.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0
55,153,2,2,1,0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
57,356,4,4,4,0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0
58,624,3,3,3,103,84.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0
31,2586,1,5,5,1,18.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0
41,594,5,5,5,3,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0
22,369,4,3,4,0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0
35,985,1,4,1,0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0
38,362,4,4,4,0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0
69,1096,3,1,2,88,93.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0
36,3389,4,4,4,0,5.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0
22,3700,5,3,5,0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0
28,2296,1,4,1,13,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0
26,738,1,5,1,0,5.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0
25,894,3,3,3,61,55.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0
51,1475,5,5,5,0,4.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0
59,2109,5,4,5,0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0
49,794,4,5,4,0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0
40,2420,2,2,4,0,3.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0
41,2475,1,4,1,0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0
22,677,4,3,4,28,31.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0
48,1892,4,4,3,2,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0
49,2133,5,5,3,0,2.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0
30,997,5,5,5,0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0
43,223,5,1,5,32,30.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0
25,781,3,3,3,0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0
24,985,2,4,2,5,35.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0
39,1235,5,5,5,0,5.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0
56,444,5,5,5,1,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0
31,522,3,3,3,7,36.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0
29,1056,2,4,2,40,30.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0
49,1616,3,3,1,0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0
60,432,3,3,4,37,25.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0
38,1021,5,5,5,30,23.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0
31,1334,5,4,5,0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0
30,2396,4,5,4,0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0
21,647,5,4,5,0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0
11,1029,5,4,5,0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0
57,337,2,1,2,8,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0
29,645,3,4,3,0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0
34,455,4,1,4,0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0
47,1814,5,5,3,5,2.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0
48,2704,5,5,3,0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0
43,500,2,2,3,0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0
17,896,4,4,4,0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0
61,1488,5,1,1,129,148.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0
15,864,1,4,1,40,70.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0
26,936,5,4,5,0,43.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0
60,507,4,4,5,0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0
56,2028,5,5,4,18,10.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0
43,2828,3,3,5,39,41.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0
34,3827,1,1,3,0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
52,1105,2,2,2,16,6.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
46,2586,4,5,4,0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0
45,370,1,1,5,0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0
39,1993,4,4,3,0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0
41,1585,4,4,4,30,30.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0
52,3471,3,3,1,6,30.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0
48,2930,4,4,3,0,3.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0
40,2704,3,3,3,21,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0
53,486,5,1,1,58,53.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0
33,1558,2,5,2,0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0
29,1857,4,4,4,0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0
53,1774,5,5,4,0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0
51,102,4,4,3,0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0
33,466,4,5,4,0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0
66,321,3,3,3,6,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0
41,925,4,4,5,25,21.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0
51,622,4,4,4,51,81.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0
26,2153,5,3,5,22,20.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0
40,641,4,4,4,13,0.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0
47,2065,4,4,5,5,23.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0
59,333,3,3,4,0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
48,2091,4,4,5,0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0
54,2052,4,4,4,0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0
15,1105,5,4,5,9,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0
36,2387,4,5,5,0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0
19,302,1,4,1,0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0
23,363,5,4,5,0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0
46,1041,5,5,4,0,20.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0
61,1069,3,4,3,0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0
7,765,5,5,5,11,6.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0
16,594,4,4,4,5,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0
59,2658,4,4,4,89,71.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0
45,2434,5,5,3,0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0
45,2158,2,2,3,5,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0
54,937,2,4,2,0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0
33,214,2,4,2,168,156.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0
32,641,1,4,1,0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0
37,496,5,5,5,0,2.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0
42,413,2,4,2,0,40.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0
52,468,3,3,4,0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
29,484,5,5,5,9,5.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0
14,2677,2,4,2,0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0
43,3829,4,4,3,87,74.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0
68,565,4,5,4,0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0
11,187,2,2,2,3,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0
14,456,5,5,5,10,13.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0
33,449,2,4,2,0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0
19,842,2,4,2,5,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0
21,2295,1,4,3,158,130.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0
51,3232,5,5,4,13,5.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0
69,596,5,2,5,0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0
51,120,3,5,5,63,69.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0
25,1674,3,3,3,0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
48,1235,2,3,3,5,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0
44,3723,4,4,4,20,10.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0
58,3877,5,5,4,0,4.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0
45,1372,1,5,1,0,13.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0
49,1744,3,3,3,9,5.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0
12,1844,4,5,4,0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0
17,160,3,3,3,0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0
45,2266,2,2,1,0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0
67,2654,4,4,5,10,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0
68,201,4,4,5,15,14.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0
57,321,2,2,5,0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0
58,1069,2,2,3,83,68.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
52,549,4,4,3,9,11.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0
56,1506,5,5,2,0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0
